下料批次,零件,面料,零件外轮廓线坐标
L0004,s000117,M0004,"[[9060.77000, 828.37000], [9060.77000, 851.37000], [9042.57000, 851.37000], [9025.77000, 872.37000], [9025.77000, 879.37000], [9040.96000, 898.37000], [9197.77000, 898.28000], [9197.77000, 828.28000], [9060.77000, 828.37000]]"
L0004,s000118,M0004,"[[11779.81000, 8.07000], [11776.42000, 17.77000], [11776.01000, 18.86000], [11772.92000, 27.77000], [11769.92000, 35.65000], [11766.42000, 42.97000], [11763.01000, 48.36000], [11759.20000, 53.57000], [11754.81000, 58.57000], [11752.61000, 60.77000], [11750.31000, 63.07000], [11745.20000, 67.27000], [11740.01000, 70.97000], [11732.01000, 75.47000], [11723.61000, 79.15000], [11714.81000, 82.27000], [11710.31000, 83.57000], [11705.70000, 84.77000], [11696.51000, 86.77000], [11687.11000, 88.36000], [11672.81000, 89.97000], [11658.51000, 90.77000], [11644.20000, 90.86000], [11631.51000, 90.36000], [11618.70000, 89.27000], [11605.92000, 87.65000], [11604.92000, 87.57000], [11604.42000, 87.47000], [11602.51000, 87.15000], [11593.42000, 85.77000], [11545.92000, 230.07000], [11557.11000, 232.65000], [11562.01000, 233.77000], [11564.92000, 234.47000], [11570.31000, 235.97000], [11575.51000, 237.65000], [11580.51000, 239.65000], [11585.31000, 242.07000], [11594.31000, 247.65000], [11598.01000, 250.77000], [11601.42000, 254.27000], [11604.51000, 258.15000], [11606.51000, 261.15000], [11608.20000, 264.36000], [11609.61000, 267.57000], [11610.92000, 271.86000], [11611.81000, 276.47000], [11612.51000, 281.36000], [11612.92000, 284.47000], [11613.20000, 287.57000], [11613.31000, 290.47000], [11613.31000, 293.36000], [11613.42000, 295.57000], [11613.42000, 307.36000], [11613.42000, 309.36000], [11613.42000, 320.57000], [11613.31000, 323.47000], [11613.31000, 326.27000], [11613.20000, 329.27000], [11612.92000, 332.36000], [11612.92000, 334.36000], [11613.20000, 337.57000], [11613.31000, 340.47000], [11613.31000, 343.36000], [11576.51000, 343.36000], [11568.51000, 351.36000], [11568.51000, 394.36000], [11576.51000, 402.36000], [11583.51000, 411.36000], [11585.51000, 412.36000], [11583.51000, 413.36000], [11583.51000, 444.36000], [11611.01000, 444.36000], [11610.92000, 444.97000], [11609.61000, 449.16000], [11608.20000, 452.47000], [11606.51000, 455.57000], [11604.51000, 458.66000], [11601.42000, 462.47000], [11598.01000, 465.97000], [11594.31000, 469.16000], [11585.31000, 474.77000], [11580.51000, 477.07000], [11575.51000, 479.07000], [11570.31000, 480.86000], [11564.92000, 482.36000], [11562.01000, 483.07000], [11545.92000, 486.66000], [11593.42000, 630.97000], [11602.51000, 629.57000], [11604.42000, 629.27000], [11604.92000, 629.27000], [11605.92000, 629.07000], [11618.70000, 627.47000], [11631.51000, 626.36000], [11644.20000, 625.86000], [11658.51000, 625.97000], [11672.81000, 626.86000], [11687.11000, 628.47000], [11696.42000, 629.97000], [11705.70000, 631.97000], [11710.31000, 633.16000], [11714.81000, 634.47000], [11723.61000, 637.57000], [11732.01000, 641.27000], [11740.01000, 645.77000], [11745.20000, 649.47000], [11750.20000, 653.77000], [11752.61000, 655.97000], [11754.81000, 658.27000], [11759.20000, 663.16000], [11763.01000, 668.37000], [11766.42000, 673.77000], [11769.92000, 681.16000], [11772.92000, 688.97000], [11775.81000, 697.37000], [11776.01000, 697.97000], [11776.42000, 699.07000], [11779.81000, 708.66000], [11787.11000, 707.47000], [11789.70000, 706.97000], [11793.61000, 706.37000], [11816.61000, 701.66000], [11839.61000, 696.27000], [11861.92000, 691.07000], [11878.31000, 687.57000], [11895.01000, 684.47000], [11911.61000, 681.77000], [11919.81000, 680.57000], [11928.11000, 679.66000], [11944.61000, 678.16000], [11961.11000, 677.47000], [11971.20000, 677.57000], [11981.51000, 677.87000], [11991.70000, 678.57000], [12002.01000, 679.47000], [12022.92000, 681.77000], [12043.61000, 684.47000], [12085.81000, 690.57000], [12109.81000, 693.57000], [12133.51000, 696.16000], [12157.70000, 698.57000], [12181.20000, 700.77000], [12239.01000, 705.57000], [12239.81000, 694.27000], [12239.92000, 693.77000], [12240.01000, 692.87000], [12240.61000, 687.47000], [12241.51000, 682.16000], [12242.70000, 676.87000], [12244.11000, 671.57000], [12247.42000, 660.66000], [12251.11000, 649.47000], [12258.51000, 626.66000], [12260.51000, 618.07000], [12262.11000, 609.66000], [12263.42000, 601.27000], [12264.51000, 592.77000], [12266.11000, 575.97000], [12267.11000, 559.07000], [12268.31000, 525.86000], [12269.20000, 502.66000], [12270.20000, 478.47000], [12270.70000, 454.66000], [12270.81000, 444.97000], [12270.81000, 435.36000], [12270.70000, 425.86000], [12270.70000, 413.36000], [12270.70000, 411.36000], [12270.70000, 391.36000], [12270.70000, 389.36000], [12270.70000, 356.36000], [12270.70000, 354.36000], [12270.70000, 334.36000], [12270.70000, 332.36000], [12270.70000, 309.36000], [12270.70000, 307.36000], [12270.70000, 290.97000], [12270.81000, 281.36000], [12270.81000, 271.77000], [12270.70000, 262.15000], [12270.20000, 238.36000], [12269.20000, 214.07000], [12268.31000, 190.97000], [12267.11000, 157.65000], [12266.11000, 140.86000], [12264.51000, 124.07000], [12263.42000, 115.47000], [12262.11000, 107.15000], [12260.51000, 98.77000], [12258.51000, 90.15000], [12251.11000, 67.36000], [12247.42000, 56.07000], [12244.11000, 45.27000], [12242.70000, 39.97000], [12241.51000, 34.57000], [12240.61000, 29.36000], [12240.01000, 23.96000], [12239.92000, 23.07000], [12239.81000, 22.36000], [12238.92000, 11.17000], [12181.20000, 16.07000], [12157.70000, 18.17000], [12133.51000, 20.57000], [12109.81000, 23.17000], [12085.81000, 26.17000], [12043.61000, 32.27000], [12022.92000, 35.07000], [12002.01000, 37.36000], [11991.70000, 38.27000], [11981.51000, 38.86000], [11971.20000, 39.27000], [11961.11000, 39.36000], [11944.61000, 38.65000], [11928.11000, 37.15000], [11919.81000, 36.15000], [11911.61000, 35.07000], [11895.01000, 32.36000], [11878.31000, 29.17000], [11861.92000, 25.67000], [11839.61000, 20.46000], [11816.61000, 15.07000], [11793.61000, 10.46000], [11789.81000, 9.77000], [11787.01000, 9.27000], [11779.81000, 8.07000]]"
L0004,s000119,M0004,"[[15334.07000, 417.50000], [15353.27000, 417.50000], [15373.37000, 417.42000], [15395.07000, 417.42000], [15402.46000, 417.22000], [15417.87000, 417.01000], [15433.08000, 416.61000], [15450.27000, 416.11000], [15466.96000, 415.51000], [15486.57000, 414.42000], [15496.18000, 414.01000], [15505.96000, 413.42000], [15514.87000, 412.92000], [15524.27000, 412.11000], [15532.46000, 411.51000], [15536.68000, 411.22000], [15540.68000, 410.81000], [15541.37000, 410.81000], [15543.37000, 410.51000], [15544.68000, 410.31000], [15546.18000, 410.11000], [15547.68000, 409.81000], [15549.07000, 409.61000], [15552.68000, 408.72000], [15556.27000, 407.42000], [15558.68000, 406.42000], [15560.46000, 405.31000], [15562.77000, 403.81000], [15564.68000, 402.11000], [15566.46000, 400.30000], [15568.07000, 398.21000], [15569.37000, 395.80000], [15570.46000, 393.41000], [15571.46000, 390.41000], [15572.07000, 387.71000], [15572.37000, 385.41000], [15572.57000, 384.41000], [15574.46000, 372.10000], [15559.68000, 369.10000], [15557.07000, 368.70000], [15554.27000, 368.20000], [15551.68000, 367.81000], [15551.37000, 367.70000], [15550.96000, 367.60000], [15548.96000, 367.31000], [15545.96000, 366.81000], [15543.27000, 366.32000], [15535.68000, 365.21000], [15528.27000, 364.32000], [15521.18000, 363.51000], [15513.77000, 362.91000], [15506.57000, 362.41000], [15494.18000, 362.01000], [15481.87000, 361.71000], [15469.27000, 361.61000], [15456.68000, 361.82000], [15431.37000, 362.42000], [15406.68000, 363.01000], [15369.57000, 363.71000], [15360.46000, 363.82000], [15351.37000, 363.82000], [15342.57000, 363.92000], [15325.37000, 363.92000], [15316.69000, 363.82000], [15298.46000, 363.82000], [15261.38000, 363.21000], [15211.37000, 362.11000], [15198.68000, 361.92000], [15186.18000, 362.01000], [15173.87000, 362.32000], [15161.37000, 362.82000], [15154.27000, 363.32000], [15146.87000, 363.92000], [15139.68000, 364.71000], [15132.37000, 365.61000], [15124.77000, 366.82000], [15123.46000, 367.01000], [15122.07000, 367.21000], [15121.77000, 367.32000], [15119.77000, 367.61000], [15119.07000, 367.71000], [15117.07000, 368.11000], [15116.68000, 368.21000], [15116.27000, 368.21000], [15113.77000, 368.71000], [15110.96000, 369.21000], [15108.27000, 369.61000], [15093.57000, 372.61000], [15095.46000, 384.92000], [15095.68000, 385.92000], [15096.07000, 388.22000], [15096.68000, 390.81000], [15097.57000, 393.92000], [15098.77000, 396.31000], [15100.07000, 398.61000], [15101.68000, 400.81000], [15103.46000, 402.61000], [15105.37000, 404.31000], [15107.57000, 405.72000], [15109.46000, 406.92000], [15111.77000, 407.92000], [15115.37000, 409.22000], [15119.07000, 410.11000], [15120.46000, 410.31000], [15121.87000, 410.51000], [15123.37000, 410.81000], [15124.77000, 410.92000], [15126.77000, 411.22000], [15127.37000, 411.31000], [15131.46000, 411.61000], [15135.57000, 411.92000], [15143.87000, 412.51000], [15153.18000, 413.31000], [15162.18000, 413.81000], [15171.87000, 414.31000], [15181.57000, 414.72000], [15201.18000, 415.72000], [15217.87000, 416.42000], [15235.07000, 416.81000], [15250.27000, 417.22000], [15265.69000, 417.31000], [15273.07000, 417.50000], [15334.07000, 417.50000]]"
L0004,s000120,M0004,"[[15231.87000, 7.50000], [15098.18000, 7.50000], [15098.18000, 151.40000], [15098.18000, 153.40000], [15098.18000, 168.40000], [15365.48000, 168.40000], [15365.48000, 153.40000], [15365.48000, 151.40000], [15365.48000, 7.50000], [15231.87000, 7.50000]]"
L0004,s000121,M0004,"[[15003.79000, 778.73000], [15001.79000, 778.73000], [14963.48000, 778.73000], [14949.09000, 778.83000], [14941.59000, 778.83000], [14934.09000, 779.02000], [14918.89000, 779.13000], [14906.59000, 779.52000], [14904.59000, 779.52000], [14903.68000, 779.63000], [14886.48000, 780.02000], [14869.68000, 780.73000], [14850.09000, 781.83000], [14840.68000, 782.23000], [14830.79000, 782.73000], [14821.79000, 783.33000], [14812.68000, 784.02000], [14804.09000, 784.73000], [14800.09000, 785.02000], [14795.98000, 785.33000], [14795.29000, 785.43000], [14793.29000, 785.73000], [14791.98000, 785.83000], [14790.39000, 786.13000], [14789.18000, 786.33000], [14787.48000, 786.63000], [14783.68000, 787.52000], [14779.98000, 788.83000], [14777.48000, 789.93000], [14775.29000, 791.33000], [14773.18000, 792.63000], [14771.18000, 794.52000], [14769.29000, 796.43000], [14767.59000, 798.73000], [14766.18000, 801.13000], [14764.98000, 803.73000], [14763.98000, 806.93000], [14763.39000, 809.73000], [14762.98000, 812.02000], [14762.79000, 813.02000], [14760.68000, 826.73000], [14776.89000, 830.02000], [14779.68000, 830.52000], [14782.29000, 830.93000], [14784.89000, 831.43000], [14785.18000, 831.43000], [14785.68000, 831.52000], [14793.39000, 832.81000], [14800.98000, 834.02000], [14808.29000, 834.93000], [14815.68000, 835.63000], [14822.89000, 836.23000], [14830.18000, 836.73000], [14842.59000, 837.23000], [14854.98000, 837.52000], [14867.59000, 837.63000], [14880.29000, 837.43000], [14930.18000, 836.13000], [14967.39000, 835.43000], [14976.48000, 835.43000], [14985.59000, 835.31000], [15029.29000, 835.31000], [15038.39000, 835.43000], [15075.48000, 836.02000], [15125.48000, 837.13000], [15138.09000, 837.31000], [15150.79000, 837.23000], [15163.09000, 836.81000], [15175.48000, 836.43000], [15182.79000, 835.93000], [15189.98000, 835.23000], [15197.39000, 834.43000], [15204.68000, 833.52000], [15212.29000, 832.43000], [15219.98000, 831.13000], [15220.48000, 831.02000], [15220.89000, 830.93000], [15223.48000, 830.43000], [15225.98000, 830.02000], [15228.79000, 829.52000], [15244.98000, 826.23000], [15242.89000, 812.52000], [15242.68000, 811.52000], [15242.29000, 809.23000], [15241.68000, 806.43000], [15240.68000, 803.23000], [15239.48000, 800.63000], [15238.09000, 798.23000], [15236.39000, 795.93000], [15234.48000, 794.02000], [15232.48000, 792.13000], [15230.29000, 790.83000], [15228.09000, 789.52000], [15225.59000, 788.43000], [15221.89000, 787.13000], [15218.09000, 786.13000], [15216.39000, 785.83000], [15215.29000, 785.63000], [15213.59000, 785.43000], [15212.29000, 785.23000], [15210.29000, 785.02000], [15209.59000, 784.93000], [15205.48000, 784.52000], [15201.48000, 784.23000], [15192.89000, 783.63000], [15183.79000, 782.93000], [15174.79000, 782.43000], [15164.89000, 781.83000], [15155.48000, 781.43000], [15135.89000, 780.43000], [15119.09000, 779.83000], [15101.89000, 779.43000], [15101.09000, 779.33000], [15099.09000, 779.33000], [15086.68000, 779.02000], [15071.48000, 778.83000], [15063.98000, 778.73000], [15056.48000, 778.73000], [15042.09000, 778.63000], [15021.98000, 778.63000], [15003.79000, 778.73000]]"
L0004,s000122,M0004,"[[7655.75000, 408.50000], [7523.64000, 408.50000], [7523.64000, 550.80000], [7523.64000, 552.80000], [7523.64000, 567.80000], [7787.85000, 567.80000], [7787.85000, 552.80000], [7787.85000, 550.80000], [7787.85000, 408.50000], [7655.75000, 408.50000]]"
L0004,s000123,M0004,"[[6750.75000, 493.79000], [6618.64000, 493.79000], [6618.64000, 636.19000], [6618.64000, 638.19000], [6618.64000, 653.19000], [6882.85000, 653.19000], [6882.85000, 638.19000], [6882.85000, 636.19000], [6882.85000, 493.79000], [6750.75000, 493.79000]]"
L0004,s000124,M0004,"[[6437.20000, 19.44000], [6303.59000, 19.44000], [6303.59000, 163.23000], [6303.59000, 165.23000], [6303.59000, 180.23000], [6570.80000, 180.23000], [6570.80000, 165.23000], [6570.80000, 163.23000], [6570.80000, 19.44000], [6437.20000, 19.44000]]"
L0004,s000125,M0004,"[[514.77000, 678.53000], [549.39000, 767.82000], [564.38000, 755.33000], [568.27000, 752.13000], [572.58000, 748.54000], [577.17000, 745.04000], [584.97000, 739.13000], [589.27000, 736.13000], [593.17000, 733.33000], [599.77000, 729.04000], [606.08000, 724.83000], [612.58000, 720.83000], [619.38000, 716.83000], [626.17000, 712.83000], [632.97000, 709.04000], [639.67000, 705.54000], [681.27000, 685.03000], [623.27000, 684.43000], [604.17000, 683.94000], [584.47000, 683.44000], [574.58000, 682.94000], [564.38000, 682.44000], [555.67000, 681.94000], [546.58000, 681.33000], [537.97000, 680.53000], [514.77000, 678.53000]]"
L0004,s000126,M0004,"[[25.47000, 684.61000], [48.57000, 682.61000], [57.16000, 681.91000], [66.27000, 681.31000], [74.97000, 680.81000], [85.16000, 680.21000], [95.07000, 679.71000], [114.86000, 679.31000], [133.86000, 678.71000], [191.86000, 678.11000], [150.27000, 657.61000], [143.57000, 654.11000], [136.77000, 650.31000], [129.97000, 646.41000], [123.27000, 642.31000], [116.66000, 638.31000], [110.36000, 634.11000], [103.77000, 629.81000], [99.86000, 627.11000], [95.57000, 624.01000], [87.77000, 618.11000], [83.27000, 614.61000], [78.86000, 611.01000], [74.97000, 607.81000], [59.97000, 595.31000], [25.47000, 684.61000]]"
L0004,s000127,M0004,"[[3388.72000, 7.51000], [4096.22000, 7.51000], [4096.22000, 72.51000], [3388.72000, 72.51000], [3388.72000, 7.51000]]"
L0004,s000128,M0004,"[[3176.59000, 1342.33000], [3177.39000, 1337.73000], [3178.28000, 1332.12000], [3179.20000, 1326.33000], [3180.20000, 1320.33000], [3182.09000, 1308.03000], [3184.20000, 1295.33000], [3186.20000, 1282.52000], [3188.28000, 1269.83000], [3190.28000, 1257.23000], [3191.70000, 1248.13000], [3193.09000, 1239.23000], [3195.70000, 1221.52000], [3197.09000, 1211.23000], [3198.20000, 1200.92000], [3198.70000, 1193.52000], [3199.09000, 1186.23000], [3199.70000, 1179.42000], [3200.48000, 1172.73000], [3202.28000, 1159.23000], [3203.59000, 1147.92000], [3204.78000, 1136.52000], [3206.89000, 1113.73000], [3209.09000, 1087.33000], [3210.20000, 1074.33000], [3211.28000, 1061.63000], [3215.98000, 1061.23000], [3220.28000, 1060.92000], [3224.20000, 1060.63000], [3227.89000, 1060.42000], [3231.28000, 1060.13000], [3234.59000, 1059.92000], [3240.98000, 1059.52000], [3249.09000, 1058.92000], [3257.48000, 1058.33000], [3266.28000, 1057.83000], [3275.28000, 1057.23000], [3284.39000, 1056.73000], [3293.70000, 1056.13000], [3302.89000, 1055.73000], [3312.09000, 1055.33000], [3322.39000, 1054.83000], [3332.70000, 1054.52000], [3352.98000, 1053.63000], [3360.70000, 1053.13000], [3368.39000, 1052.52000], [3379.69000, 1051.33000], [3385.98000, 1050.63000], [3387.19000, 1050.42000], [3392.19000, 1049.63000], [3395.98000, 1048.83000], [3399.69000, 1047.83000], [3407.09000, 1045.73000], [3412.28000, 1044.13000], [3414.78000, 1043.13000], [3417.28000, 1041.92000], [3419.28000, 1040.83000], [3421.28000, 1039.42000], [3425.09000, 1036.52000], [3429.39000, 1032.63000], [3433.28000, 1028.33000], [3435.89000, 1024.83000], [3438.39000, 1021.23000], [3441.39000, 1016.23000], [3444.09000, 1011.02000], [3446.78000, 1004.52000], [3449.09000, 998.23000], [3460.48000, 1001.13000], [3471.69000, 1004.02000], [3493.69000, 1009.52000], [3515.39000, 1014.92000], [3536.98000, 1020.23000], [3562.59000, 1026.02000], [3588.48000, 1031.63000], [3614.59000, 1036.83000], [3640.69000, 1041.63000], [3656.48000, 1044.33000], [3672.28000, 1046.83000], [3703.89000, 1051.42000], [3729.39000, 1055.01000], [3755.09000, 1058.33000], [3780.69000, 1061.33000], [3806.39000, 1063.83000], [3831.28000, 1065.83000], [3856.28000, 1067.52000], [3892.59000, 1069.42000], [3928.09000, 1071.13000], [3955.59000, 1072.02000], [3983.09000, 1072.83000], [4010.59000, 1073.33000], [4038.09000, 1073.73000], [4100.89000, 1074.42000], [4163.48000, 1075.13000], [4210.98000, 1075.62000], [4234.78000, 1075.82000], [4258.98000, 1076.01000], [4281.98000, 1076.12000], [4304.98000, 1076.22000], [4316.28000, 1076.32000], [4366.89000, 1076.32000], [4372.98000, 1076.22000], [4400.28000, 1076.22000], [4400.28000, 1310.61000], [4396.48000, 1310.61000], [4392.89000, 1310.52000], [4385.98000, 1310.52000], [4379.59000, 1310.41000], [4362.09000, 1310.41000], [4351.09000, 1310.32000], [4323.59000, 1310.33000], [4309.19000, 1310.42000], [4294.48000, 1310.42000], [4279.48000, 1310.53000], [4264.48000, 1310.62000], [4234.28000, 1310.73000], [4214.89000, 1310.83000], [4195.78000, 1310.92000], [4176.78000, 1310.92000], [4157.98000, 1311.03000], [4120.48000, 1311.23000], [4083.09000, 1311.62000], [4043.78000, 1312.12000], [4004.28000, 1313.03000], [3964.78000, 1314.23000], [3925.28000, 1315.92000], [3881.89000, 1318.33000], [3840.28000, 1320.83000], [3805.89000, 1323.12000], [3770.69000, 1325.73000], [3753.09000, 1327.23000], [3735.48000, 1328.83000], [3713.39000, 1331.03000], [3691.28000, 1333.53000], [3663.98000, 1336.62000], [3636.78000, 1340.23000], [3614.28000, 1343.62000], [3591.89000, 1347.33000], [3568.89000, 1351.42000], [3545.89000, 1355.73000], [3522.69000, 1360.23000], [3499.48000, 1364.83000], [3469.39000, 1371.03000], [3457.98000, 1373.33000], [3446.59000, 1375.42000], [3435.09000, 1377.23000], [3423.59000, 1378.73000], [3407.98000, 1380.33000], [3392.48000, 1381.83000], [3377.19000, 1383.33000], [3369.59000, 1383.92000], [3362.20000, 1384.61000], [3362.28000, 1383.53000], [3362.39000, 1382.73000], [3174.78000, 1353.33000], [3175.59000, 1348.42000], [3176.48000, 1343.23000], [3176.59000, 1342.33000]]"
L0004,s000129,M0004,"[[14033.85000, 7.50000], [14333.85000, 7.50000], [14333.85000, 47.50000], [14033.85000, 47.50000], [14033.85000, 7.50000]]"
L0004,s000130,M0004,"[[4974.09000, 1363.84000], [4972.90000, 1360.24000], [4972.09000, 1358.55000], [4971.20000, 1356.84000], [4970.09000, 1355.44000], [4968.90000, 1354.05000], [4966.20000, 1351.55000], [4963.49000, 1349.55000], [4960.49000, 1348.05000], [4957.29000, 1346.74000], [4953.99000, 1345.74000], [4946.29000, 1343.64000], [4938.59000, 1341.74000], [4930.99000, 1339.94000], [4927.29000, 1339.14000], [4923.79000, 1338.26000], [4920.29000, 1337.44000], [4916.70000, 1336.64000], [4912.79000, 1335.64000], [4910.70000, 1335.14000], [4908.40000, 1334.64000], [4912.09000, 1326.84000], [4915.99000, 1318.76000], [4919.90000, 1310.34000], [4920.90000, 1308.34000], [4923.79000, 1302.05000], [4929.40000, 1289.55000], [4934.90000, 1277.14000], [4940.99000, 1262.76000], [4947.29000, 1248.44000], [4958.59000, 1222.94000], [4965.09000, 1208.94000], [4971.70000, 1194.84000], [4975.40000, 1187.44000], [4977.29000, 1183.44000], [4980.20000, 1177.84000], [4982.99000, 1172.44000], [4987.09000, 1165.04000], [4989.29000, 1161.26000], [4991.70000, 1157.14000], [4993.49000, 1158.26000], [4995.09000, 1159.14000], [4996.40000, 1159.84000], [4997.49000, 1160.44000], [4998.40000, 1161.04000], [4999.29000, 1161.54000], [5000.79000, 1162.34000], [5003.90000, 1164.14000], [5007.49000, 1166.14000], [5011.49000, 1168.34000], [5015.79000, 1170.76000], [5020.29000, 1173.14000], [5024.99000, 1175.64000], [5029.59000, 1178.05000], [5034.29000, 1180.34000], [5040.59000, 1183.34000], [5046.79000, 1186.14000], [5058.90000, 1191.34000], [5074.40000, 1197.84000], [5082.29000, 1201.05000], [5090.29000, 1203.94000], [5101.79000, 1207.76000], [5113.40000, 1211.05000], [5113.99000, 1211.26000], [5123.70000, 1213.64000], [5133.99000, 1216.05000], [5143.79000, 1218.05000], [5148.70000, 1218.94000], [5153.59000, 1219.64000], [5161.20000, 1220.34000], [5168.79000, 1220.55000], [5177.49000, 1220.44000], [5186.09000, 1219.84000], [5192.70000, 1218.94000], [5199.30000, 1217.55000], [5202.09000, 1216.84000], [5204.90000, 1215.94000], [5207.59000, 1214.84000], [5210.40000, 1213.76000], [5212.99000, 1212.64000], [5215.40000, 1211.26000], [5216.80000, 1210.14000], [5218.20000, 1208.94000], [5220.80000, 1206.44000], [5223.20000, 1203.84000], [5225.20000, 1201.26000], [5226.90000, 1198.44000], [5228.70000, 1194.94000], [5230.20000, 1191.26000], [5231.70000, 1186.94000], [5232.99000, 1182.55000], [5238.49000, 1183.84000], [5243.59000, 1184.94000], [5248.49000, 1186.05000], [5253.40000, 1186.94000], [5260.90000, 1188.34000], [5268.59000, 1189.64000], [5284.20000, 1191.84000], [5299.20000, 1193.76000], [5313.99000, 1195.44000], [5328.70000, 1196.76000], [5343.40000, 1197.76000], [5356.09000, 1198.34000], [5362.49000, 1198.44000], [5368.79000, 1198.44000], [5379.40000, 1198.14000], [5390.09000, 1197.44000], [5404.40000, 1196.34000], [5414.59000, 1195.34000], [5424.90000, 1194.26000], [5443.99000, 1192.14000], [5453.40000, 1191.05000], [5462.79000, 1189.94000], [5470.29000, 1189.14000], [5477.79000, 1188.26000], [5485.49000, 1187.34000], [5493.49000, 1186.44000], [5504.40000, 1188.76000], [5513.70000, 1188.14000], [5523.49000, 1187.44000], [5533.70000, 1186.84000], [5544.09000, 1186.26000], [5554.79000, 1185.64000], [5565.49000, 1185.05000], [5576.29000, 1184.55000], [5586.99000, 1184.05000], [5599.40000, 1183.64000], [5611.59000, 1183.25000], [5635.90000, 1182.63000], [5659.40000, 1182.04000], [5682.90000, 1181.63000], [5714.90000, 1181.63000], [5730.99000, 1181.75000], [5734.49000, 1181.75000], [5747.29000, 1181.63000], [5759.49000, 1181.54000], [5765.49000, 1181.43000], [5771.40000, 1181.33000], [5776.70000, 1181.25000], [5781.90000, 1181.13000], [5787.09000, 1180.93000], [5792.40000, 1180.83000], [5797.90000, 1180.63000], [5803.70000, 1180.43000], [5809.99000, 1180.13000], [5813.29000, 1180.04000], [5816.79000, 1179.93000], [5832.09000, 1389.43000], [5803.99000, 1390.13000], [5803.90000, 1391.43000], [5803.79000, 1392.73000], [5803.59000, 1394.93000], [5802.70000, 1399.43000], [5801.59000, 1404.13000], [5799.90000, 1410.33000], [5798.90000, 1413.33000], [5797.79000, 1416.33000], [5795.79000, 1420.73000], [5793.49000, 1425.04000], [5790.79000, 1429.23000], [5789.29000, 1431.13000], [5787.70000, 1433.04000], [5784.79000, 1435.54000], [5781.70000, 1437.84000], [5776.79000, 1441.34000], [5771.90000, 1444.55000], [5768.09000, 1446.73000], [5764.29000, 1448.64000], [5760.40000, 1450.34000], [5756.40000, 1452.05000], [5745.90000, 1455.94000], [5735.29000, 1459.55000], [5722.40000, 1463.55000], [5709.49000, 1467.24000], [5690.90000, 1472.14000], [5681.59000, 1474.44000], [5672.21000, 1476.55000], [5661.29000, 1478.74000], [5650.40000, 1480.84000], [5628.40000, 1484.55000], [5608.79000, 1487.64000], [5598.99000, 1488.94000], [5589.20000, 1490.14000], [5579.99000, 1491.05000], [5570.79000, 1491.74000], [5552.29000, 1492.84000], [5509.20000, 1495.14000], [5477.59000, 1496.55000], [5461.70000, 1497.14000], [5445.90000, 1497.64000], [5429.79000, 1497.94000], [5413.70000, 1498.05000], [5381.59000, 1498.14000], [5381.29000, 1502.64000], [5370.79000, 1503.05000], [5360.70000, 1503.44000], [5350.70000, 1503.74000], [5340.79000, 1503.93000], [5328.70000, 1503.93000], [5316.49000, 1503.84000], [5304.20000, 1503.55000], [5291.90000, 1502.94000], [5276.70000, 1502.05000], [5261.59000, 1500.94000], [5246.59000, 1499.55000], [5231.59000, 1497.94000], [5209.99000, 1495.44000], [5188.30000, 1492.55000], [5166.49000, 1489.44000], [5144.40000, 1486.05000], [5123.29000, 1482.84000], [5101.99000, 1479.44000], [5080.70000, 1475.94000], [5059.59000, 1472.44000], [5049.20000, 1470.74000], [5038.99000, 1469.05000], [5028.90000, 1467.34000], [5018.99000, 1465.74000], [5009.29000, 1464.05000], [4999.90000, 1462.55000], [4990.79000, 1460.94000], [4981.90000, 1459.44000], [4981.09000, 1413.14000], [4980.59000, 1408.74000], [4979.99000, 1404.05000], [4979.40000, 1399.05000], [4978.70000, 1393.74000], [4977.99000, 1388.24000], [4977.20000, 1382.74000], [4975.59000, 1371.74000], [4974.99000, 1367.74000], [4974.09000, 1363.84000]]"
L0004,s000131,M0004,"[[6840.67000, 1552.48000], [7040.67000, 1552.48000], [7040.67000, 1592.48000], [6840.67000, 1592.48000], [6840.67000, 1552.48000]]"
L0004,s000132,M0004,"[[7766.91000, 1592.48000], [7766.91000, 1552.48000], [8066.91000, 1552.48000], [8066.91000, 1592.48000], [7766.91000, 1592.48000]]"
