下料批次,零件,面料,零件外轮廓线坐标
L0005,s000148,M0005,"[[7850.60000, 805.23000], [7835.59000, 806.43000], [7816.09000, 807.93000], [7787.39000, 810.03000], [7758.70000, 811.93000], [7714.89000, 814.73000], [7670.99000, 817.13000], [7653.39000, 818.03000], [7620.00000, 819.63000], [7603.20000, 820.33000], [7586.50000, 820.83000], [7567.20000, 820.92000], [7543.49000, 820.63000], [7519.89000, 820.13000], [7506.99000, 819.63000], [7494.09000, 819.13000], [7481.20000, 818.43000], [7468.29000, 817.43000], [7449.99000, 815.73000], [7431.70000, 813.83000], [7416.59000, 812.23000], [7401.59000, 810.43000], [7385.09000, 808.03000], [7361.60000, 804.43000], [7349.89000, 802.53000], [7338.20000, 800.43000], [7325.89000, 798.03000], [7313.70000, 795.63000], [7301.39000, 793.33000], [7289.10000, 791.33000], [7281.70000, 790.13000], [7274.29000, 789.03000], [7266.89000, 787.63000], [7259.60000, 786.13000], [7247.60000, 783.83000], [7235.60000, 781.53000], [7213.59000, 777.03000], [7210.89000, 776.43000], [7177.09000, 769.15000], [7152.79000, 763.65000], [7140.79000, 760.73000], [7128.89000, 757.73000], [7119.20000, 755.23000], [7109.49000, 752.65000], [7099.59000, 749.93000], [7089.39000, 747.15000], [7090.59000, 743.83000], [7091.79000, 740.43000], [7094.29000, 733.23000], [7097.09000, 725.53000], [7099.89000, 717.65000], [7102.89000, 709.43000], [7105.89000, 701.15000], [7108.99000, 692.93000], [7111.99000, 684.83000], [7114.49000, 678.43000], [7116.89000, 672.15000], [7121.79000, 659.73000], [7127.89000, 644.65000], [7134.29000, 629.43000], [7141.89000, 612.15000], [7145.79000, 603.65000], [7149.59000, 595.23000], [7171.20000, 599.15000], [7172.79000, 600.03000], [7174.20000, 600.93000], [7176.79000, 602.53000], [7179.09000, 604.03000], [7181.39000, 605.43000], [7183.99000, 606.93000], [7186.79000, 608.65000], [7192.59000, 612.03000], [7198.59000, 615.53000], [7204.70000, 619.15000], [7214.20000, 624.93000], [7223.70000, 630.43000], [7231.79000, 634.93000], [7239.99000, 639.03000], [7245.20000, 641.65000], [7250.49000, 644.15000], [7255.89000, 646.53000], [7261.60000, 649.03000], [7265.79000, 650.73000], [7269.89000, 652.33000], [7273.79000, 653.83000], [7275.60000, 654.43000], [7277.20000, 654.93000], [7278.10000, 655.23000], [7278.99000, 655.53000], [7280.20000, 655.93000], [7281.70000, 656.33000], [7295.79000, 658.93000], [7311.20000, 662.03000], [7318.29000, 663.33000], [7325.39000, 664.65000], [7329.89000, 665.23000], [7334.49000, 665.73000], [7343.60000, 666.33000], [7347.39000, 666.33000], [7351.20000, 666.23000], [7355.39000, 665.73000], [7359.60000, 664.83000], [7362.89000, 663.83000], [7364.79000, 663.23000], [7366.70000, 662.43000], [7368.49000, 661.53000], [7370.10000, 660.43000], [7371.29000, 659.23000], [7372.29000, 657.93000], [7374.70000, 654.65000], [7375.70000, 652.93000], [7376.59000, 651.15000], [7377.39000, 649.23000], [7378.09000, 647.15000], [7379.09000, 643.83000], [7380.09000, 640.43000], [7380.99000, 637.23000], [7381.29000, 635.83000], [7381.70000, 634.43000], [7386.09000, 635.33000], [7390.79000, 636.23000], [7395.59000, 637.15000], [7400.49000, 638.03000], [7410.70000, 639.93000], [7420.79000, 641.83000], [7425.99000, 642.65000], [7432.79000, 643.83000], [7444.59000, 645.73000], [7454.59000, 647.33000], [7464.59000, 648.65000], [7474.59000, 649.73000], [7484.59000, 650.43000], [7496.70000, 650.93000], [7508.89000, 651.15000], [7523.79000, 650.73000], [7538.59000, 649.93000], [7558.39000, 648.33000], [7579.00000, 646.23000], [7599.70000, 644.03000], [7620.29000, 641.93000], [7640.89000, 640.15000], [7670.70000, 638.15000], [7700.20000, 636.43000], [7731.59000, 635.03000], [7762.99000, 634.23000], [7789.20000, 633.72000], [7815.49000, 633.32000], [7842.49000, 632.82000], [7869.49000, 632.14000], [7887.89000, 801.72000], [7879.39000, 802.53000], [7871.09000, 803.33000], [7854.89000, 804.83000], [7850.60000, 805.23000]]"
L0005,s000149,M0005,"[[9154.13000, 1255.32000], [9153.52000, 1252.82000], [9151.82000, 1246.32000], [9149.93000, 1240.12000], [9148.93000, 1236.52000], [9147.93000, 1232.91000], [9146.93000, 1229.12000], [9145.82000, 1224.91000], [9148.13000, 1216.02000], [9164.43000, 1214.12000], [9180.82000, 1212.41000], [9196.43000, 1210.91000], [9212.13000, 1209.41000], [9237.82000, 1206.91000], [9253.52000, 1205.13000], [9269.13000, 1203.01000], [9279.13000, 1201.41000], [9289.02000, 1200.01000], [9292.63000, 1199.63000], [9322.93000, 1195.91000], [9347.74000, 1193.01000], [9361.02000, 1191.41000], [9370.52000, 1190.41000], [9380.13000, 1189.51000], [9399.32000, 1188.01000], [9418.52000, 1186.63000], [9437.82000, 1185.32000], [9452.32000, 1184.51000], [9466.82000, 1183.91000], [9495.82000, 1183.13000], [9521.32000, 1182.62000], [9546.82000, 1182.31000], [9579.43000, 1182.21000], [9589.02000, 1182.12000], [9598.63000, 1182.12000], [9611.63000, 1182.40000], [9618.02000, 1182.62000], [9624.32000, 1182.81000], [9624.23000, 1190.50000], [9624.02000, 1198.62000], [9623.93000, 1207.12000], [9623.73000, 1215.90000], [9623.63000, 1224.90000], [9623.43000, 1234.01000], [9623.23000, 1243.01000], [9622.93000, 1252.02000], [9622.73000, 1261.40000], [9622.43000, 1270.61000], [9621.82000, 1288.81000], [9621.13000, 1306.01000], [9620.82000, 1314.81000], [9620.32000, 1323.61000], [9619.73000, 1334.71000], [9618.93000, 1345.90000], [9618.13000, 1357.21000], [9617.23000, 1368.21000], [9616.32000, 1379.01000], [9615.43000, 1389.40000], [9615.02000, 1394.41000], [9614.63000, 1399.22000], [9614.13000, 1403.82000], [9613.73000, 1408.22000], [9583.63000, 1409.40000], [9581.02000, 1408.91000], [9578.52000, 1408.41000], [9574.13000, 1407.62000], [9570.13000, 1406.91000], [9566.52000, 1406.22000], [9563.13000, 1405.62000], [9560.02000, 1405.02000], [9553.93000, 1403.91000], [9549.23000, 1403.02000], [9544.43000, 1402.12000], [9539.43000, 1401.12000], [9534.23000, 1400.22000], [9523.52000, 1398.12000], [9512.43000, 1396.02000], [9501.02000, 1393.82000], [9477.94000, 1389.32000], [9466.63000, 1387.02000], [9453.93000, 1384.52000], [9441.52000, 1382.12000], [9416.93000, 1377.22000], [9392.73000, 1372.52000], [9379.23000, 1369.82000], [9372.43000, 1368.62000], [9365.63000, 1367.52000], [9353.32000, 1365.82000], [9341.02000, 1364.41000], [9329.93000, 1363.12000], [9318.82000, 1362.02000], [9307.24000, 1361.12000], [9295.63000, 1360.52000], [9293.52000, 1360.32000], [9279.13000, 1359.52000], [9268.23000, 1359.22000], [9257.32000, 1359.12000], [9241.52000, 1359.12000], [9232.13000, 1359.32000], [9222.73000, 1359.72000], [9213.02000, 1360.32000], [9203.32000, 1361.02000], [9193.13000, 1361.72000], [9182.82000, 1362.52000], [9161.93000, 1364.41000], [9148.63000, 1365.62000], [9135.13000, 1366.82000], [9126.32000, 1367.62000], [9117.43000, 1368.52000], [9108.82000, 1369.41000], [9100.53000, 1370.22000], [9098.73000, 1354.32000], [9101.23000, 1352.82000], [9103.93000, 1351.22000], [9106.73000, 1349.52000], [9109.73000, 1347.72000], [9115.73000, 1343.82000], [9118.73000, 1341.72000], [9121.52000, 1339.62000], [9125.52000, 1336.41000], [9129.23000, 1333.02000], [9132.63000, 1329.52000], [9135.82000, 1325.82000], [9139.02000, 1321.52000], [9142.02000, 1317.12000], [9145.32000, 1311.72000], [9148.32000, 1306.12000], [9150.82000, 1300.52000], [9152.93000, 1294.72000], [9154.52000, 1289.52000], [9155.23000, 1286.91000], [9155.73000, 1284.22000], [9156.23000, 1280.62000], [9156.43000, 1277.02000], [9156.43000, 1273.41000], [9156.32000, 1269.82000], [9156.02000, 1266.22000], [9155.63000, 1262.82000], [9155.02000, 1259.52000], [9154.13000, 1255.32000]]"
L0005,s000150,M0005,"[[8953.85000, 318.51000], [8954.05000, 322.70000], [8954.35000, 328.20000], [8954.65000, 334.01000], [8954.95000, 340.10000], [8955.25000, 346.60000], [8955.55000, 353.20000], [8955.85000, 360.01000], [8956.45000, 373.70000], [8956.75000, 380.51000], [8957.05000, 387.10000], [8957.35000, 393.60000], [8957.65000, 399.81000], [8957.95000, 405.70000], [8958.15000, 411.10000], [8943.15000, 413.60000], [8932.55000, 406.60000], [8928.15000, 407.31000], [8923.85000, 407.91000], [8915.65000, 409.10000], [8909.85000, 409.81000], [8903.95000, 410.51000], [8897.95000, 410.91000], [8891.95000, 411.20000], [8886.15000, 411.20000], [8881.25000, 410.91000], [8878.75000, 410.51000], [8876.35000, 410.01000], [8872.55000, 408.81000], [8868.95000, 407.20000], [8864.95000, 404.51000], [8862.15000, 402.31000], [8859.55000, 400.01000], [8856.95000, 396.81000], [8855.25000, 394.10000], [8853.75000, 391.20000], [8852.45000, 388.01000], [8851.45000, 384.70000], [8850.55000, 380.31000], [8849.95000, 375.81000], [8849.65000, 371.31000], [8849.45000, 366.91000], [8849.35000, 362.60000], [8849.35000, 358.81000], [8849.25000, 354.60000], [8849.25000, 345.41000], [8849.45000, 340.70000], [8849.85000, 335.91000], [8850.65000, 331.31000], [8851.25000, 328.70000], [8851.95000, 326.10000], [8852.65000, 324.01000], [8853.45000, 321.91000], [8854.55000, 319.70000], [8855.85000, 317.60000], [8857.65000, 315.10000], [8859.85000, 312.91000], [8861.45000, 311.70000], [8863.15000, 310.60000], [8866.35000, 309.01000], [8869.75000, 307.70000], [8873.65000, 306.60000], [8877.65000, 305.81000], [8882.05000, 305.31000], [8886.75000, 304.91000], [8891.45000, 304.70000], [8900.95000, 304.51000], [8927.25000, 304.51000], [8936.85000, 296.01000], [8952.85000, 296.01000], [8952.95000, 297.91000], [8953.05000, 299.60000], [8953.15000, 302.60000], [8953.25000, 305.01000], [8953.35000, 307.10000], [8953.45000, 308.91000], [8953.55000, 310.51000], [8953.65000, 313.41000], [8953.75000, 315.51000], [8953.85000, 317.81000], [8953.85000, 318.51000]]"
L0005,s000151,M0005,"[[4753.86000, 728.55000], [4766.47000, 728.76000], [4778.36000, 728.45000], [4790.26000, 727.65000], [4801.26000, 726.65000], [4812.36000, 725.45000], [4821.36000, 724.45000], [4830.36000, 723.35000], [4839.36000, 721.95000], [4848.26000, 720.26000], [4853.17000, 719.05000], [4858.17000, 717.76000], [4868.06000, 714.85000], [4881.56000, 710.85000], [4894.86000, 706.55000], [4902.36000, 703.85000], [4909.76000, 701.05000], [4924.56000, 695.35000], [4944.56000, 687.65000], [4954.47000, 683.85000], [4964.26000, 679.76000], [4978.67000, 673.76000], [4985.17000, 671.55000], [4991.76000, 669.45000], [5001.26000, 666.45000], [5010.76000, 663.55000], [5015.36000, 662.15000], [5019.86000, 660.76000], [5028.17000, 658.26000], [5030.76000, 657.45000], [5033.67000, 656.65000], [5035.17000, 656.15000], [5036.86000, 655.65000], [5038.86000, 655.15000], [5040.97000, 654.45000], [5045.06000, 668.95000], [5051.17000, 668.05000], [5056.97000, 667.05000], [5068.36000, 665.15000], [5082.26000, 662.76000], [5096.26000, 660.45000], [5120.06000, 656.15000], [5133.06000, 653.65000], [5146.06000, 650.85000], [5161.56000, 647.26000], [5169.17000, 645.35000], [5176.56000, 643.35000], [5181.86000, 642.05000], [5187.06000, 640.65000], [5192.47000, 639.26000], [5198.26000, 637.76000], [5216.97000, 637.76000], [5222.26000, 650.45000], [5227.47000, 662.95000], [5237.97000, 687.65000], [5243.67000, 700.85000], [5249.56000, 713.95000], [5255.56000, 727.15000], [5261.86000, 740.45000], [5271.56000, 760.26000], [5276.56000, 770.14000], [5281.56000, 779.96000], [5286.47000, 789.55000], [5291.36000, 798.96000], [5296.06000, 808.05000], [5300.67000, 816.76000], [5298.76000, 818.55000], [5297.06000, 820.14000], [5294.06000, 822.96000], [5291.26000, 826.14000], [5289.06000, 828.96000], [5287.17000, 831.85000], [5285.17000, 835.64000], [5283.36000, 839.64000], [5282.47000, 841.76000], [5281.76000, 843.85000], [5280.76000, 847.55000], [5279.97000, 851.26000], [5278.86000, 859.05000], [5278.06000, 866.85000], [5277.17000, 877.76000], [5276.47000, 888.76000], [5275.76000, 899.76000], [5275.76000, 900.64000], [5275.06000, 912.55000], [5274.67000, 918.26000], [5274.36000, 923.85000], [5274.06000, 929.14000], [5273.76000, 934.14000], [5267.17000, 934.46000], [5260.17000, 934.85000], [5252.97000, 935.26000], [5245.67000, 935.64000], [5230.67000, 936.55000], [5215.67000, 937.35000], [5205.86000, 937.85000], [5196.26000, 938.35000], [5177.06000, 939.14000], [5158.06000, 939.64000], [5139.06000, 939.85000], [5129.06000, 939.76000], [5119.06000, 939.46000], [5099.06000, 938.76000], [5083.06000, 938.14000], [5066.97000, 937.35000], [5056.36000, 936.55000], [5045.67000, 935.76000], [5035.06000, 935.05000], [5024.47000, 934.35000], [4990.56000, 932.85000], [4979.36000, 932.05000], [4971.67000, 931.35000], [4963.97000, 930.55000], [4948.56000, 928.76000], [4932.36000, 927.35000], [4915.97000, 926.05000], [4900.36000, 924.55000], [4892.67000, 923.85000], [4885.17000, 923.14000], [4880.76000, 922.76000], [4876.26000, 922.35000], [4871.47000, 921.96000], [4868.86000, 921.76000], [4866.17000, 921.55000], [4849.47000, 899.76000], [4843.67000, 899.76000], [4838.17000, 899.85000], [4828.56000, 899.85000], [4824.26000, 899.96000], [4813.17000, 899.96000], [4809.97000, 900.05000], [4801.26000, 900.05000], [4790.36000, 900.14000], [4678.67000, 900.14000], [4660.36000, 900.05000], [4641.86000, 900.05000], [4623.56000, 899.96000], [4587.56000, 899.96000], [4578.76000, 899.85000], [4553.56000, 899.85000], [4545.56000, 899.76000], [4522.86000, 899.76000], [4522.86000, 856.96000], [4522.76000, 851.96000], [4522.76000, 741.85000], [4522.67000, 735.95000], [4522.67000, 708.85000], [4526.56000, 709.05000], [4530.26000, 709.35000], [4537.36000, 709.95000], [4544.06000, 710.45000], [4550.67000, 710.95000], [4560.97000, 711.85000], [4571.67000, 712.76000], [4582.36000, 713.76000], [4593.26000, 714.76000], [4623.67000, 717.35000], [4653.76000, 719.85000], [4683.67000, 722.45000], [4713.67000, 725.35000], [4723.67000, 726.35000], [4733.76000, 727.26000], [4743.76000, 728.05000], [4753.86000, 728.55000]]"
L0005,s000152,M0005,"[[9445.96000, 816.84000], [9438.96000, 815.84000], [9429.76000, 814.44000], [9420.35000, 813.14000], [9411.16000, 811.75000], [9392.76000, 809.34000], [9390.85000, 809.14000], [9374.56000, 807.25000], [9360.56000, 805.84000], [9346.46000, 804.64000], [9318.56000, 802.25000], [9304.56000, 801.25000], [9290.66000, 800.34000], [9273.76000, 799.55000], [9256.85000, 799.25000], [9244.56000, 799.34000], [9232.27000, 799.55000], [9219.46000, 800.05000], [9206.56000, 800.64000], [9187.35000, 801.75000], [9171.46000, 803.05000], [9168.16000, 803.34000], [9149.06000, 805.14000], [9130.16000, 807.25000], [9120.35000, 808.44000], [9110.35000, 809.84000], [9102.35000, 810.94000], [9094.16000, 812.05000], [9077.76000, 814.44000], [9069.96000, 815.64000], [9062.46000, 816.84000], [9058.85000, 817.34000], [9055.46000, 817.84000], [9052.16000, 818.34000], [9049.06000, 818.84000], [9045.26000, 810.84000], [9046.16000, 807.64000], [9047.06000, 804.75000], [9048.56000, 799.25000], [9049.46000, 794.55000], [9050.26000, 789.75000], [9051.46000, 779.94000], [9052.26000, 769.34000], [9052.76000, 758.84000], [9052.76000, 753.94000], [9052.56000, 745.15000], [9052.16000, 740.44000], [9051.66000, 735.84000], [9050.76000, 731.04000], [9049.66000, 726.44000], [9047.76000, 720.44000], [9046.35000, 716.84000], [9044.76000, 713.25000], [9041.26000, 706.34000], [9037.46000, 700.04000], [9034.46000, 695.65000], [9031.16000, 691.54000], [9027.35000, 687.15000], [9023.46000, 682.84000], [9015.06000, 674.84000], [9004.35000, 665.34000], [8988.56000, 652.34000], [8980.66000, 645.94000], [8973.06000, 639.65000], [8967.85000, 635.15000], [8962.66000, 630.54000], [8957.26000, 625.75000], [8951.56000, 620.65000], [8951.66000, 610.75000], [8986.26000, 609.54000], [9020.96000, 608.44000], [9038.56000, 607.94000], [9056.16000, 607.54000], [9073.85000, 607.54000], [9091.46000, 607.84000], [9100.85000, 608.34000], [9110.26000, 608.84000], [9129.06000, 610.04000], [9142.16000, 610.84000], [9155.35000, 611.84000], [9168.46000, 612.94000], [9181.66000, 614.25000], [9195.35000, 615.84000], [9208.96000, 617.53000], [9222.56000, 619.34000], [9234.46000, 621.15000], [9236.16000, 621.34000], [9257.85000, 624.94000], [9279.46000, 629.15000], [9293.76000, 632.15000], [9306.16000, 634.94000], [9318.56000, 637.84000], [9343.16000, 644.15000], [9356.76000, 647.65000], [9365.35000, 649.94000], [9376.35000, 652.75000], [9387.56000, 655.44000], [9403.26000, 659.15000], [9418.85000, 662.64000], [9437.46000, 667.03000], [9446.76000, 669.33000], [9456.26000, 671.74000], [9464.96000, 673.93000], [9482.56000, 678.33000], [9491.26000, 680.53000], [9499.76000, 682.74000], [9507.96000, 684.83000], [9515.96000, 686.93000], [9523.35000, 688.83000], [9484.76000, 823.33000], [9481.96000, 822.75000], [9479.35000, 822.34000], [9476.85000, 821.84000], [9474.56000, 821.44000], [9470.16000, 820.64000], [9465.76000, 819.94000], [9461.56000, 819.25000], [9457.16000, 818.55000], [9448.16000, 817.14000], [9445.96000, 816.84000]]"
L0005,s000153,M0005,"[[8458.78000, 85.23000], [8458.78000, 190.23000], [8353.78000, 190.23000], [8353.78000, 85.23000], [8458.78000, 85.23000]]"
L0005,s000154,M0005,"[[7899.74000, 55.82000], [7907.74000, 53.82000], [7932.43000, 47.72000], [7957.24000, 41.82000], [7974.04000, 38.12000], [7990.84000, 34.62000], [8007.63000, 31.32000], [8021.63000, 28.72000], [8024.54000, 28.22000], [8050.54000, 23.72000], [8076.63000, 19.72000], [8098.84000, 16.62000], [8121.24000, 13.82000], [8132.13000, 12.42000], [8143.13000, 11.22000], [8154.13000, 10.12000], [8165.13000, 9.32000], [8173.34000, 8.92000], [8181.74000, 8.62000], [8189.63000, 8.42000], [8197.74000, 8.12000], [8214.24000, 7.72000], [8230.93000, 7.22000], [8247.43000, 6.72000], [8255.43000, 6.52000], [8263.34000, 6.32000], [8270.93000, 6.02000], [8278.24000, 5.82000], [8285.24000, 5.62000], [8291.84000, 5.52000], [8298.04000, 5.32000], [8303.84000, 5.12000], [8304.34000, 15.02000], [8305.13000, 15.92000], [8305.74000, 16.52000], [8306.54000, 17.32000], [8308.34000, 19.22000], [8310.54000, 21.52000], [8312.93000, 24.02000], [8315.34000, 26.72000], [8317.74000, 29.32000], [8319.93000, 31.92000], [8322.43000, 34.82000], [8324.54000, 37.52000], [8328.63000, 43.22000], [8332.54000, 49.32000], [8335.04000, 53.72000], [8337.34000, 58.22000], [8339.63000, 63.12000], [8341.63000, 68.12000], [8342.93000, 71.72000], [8344.04000, 75.42000], [8345.93000, 82.82000], [8346.84000, 86.90000], [8347.63000, 91.02000], [8348.24000, 94.22000], [8348.54000, 97.52000], [8348.74000, 100.72000], [8348.74000, 104.02000], [8348.63000, 109.12000], [8348.54000, 116.22000], [8348.34000, 123.40000], [8347.93000, 128.62000], [8347.24000, 133.72000], [8346.63000, 137.40000], [8345.93000, 141.02000], [8344.63000, 146.12000], [8343.04000, 151.12000], [8340.63000, 157.40000], [8338.43000, 162.22000], [8335.93000, 166.82000], [8332.63000, 172.22000], [8328.93000, 177.32000], [8324.54000, 182.72000], [8319.74000, 187.72000], [8315.24000, 191.72000], [8310.54000, 195.52000], [8304.63000, 199.82000], [8298.54000, 203.82000], [8293.74000, 206.62000], [8288.74000, 209.32000], [8282.54000, 212.40000], [8276.24000, 215.32000], [8263.43000, 220.82000], [8236.93000, 232.02000], [8230.34000, 235.02000], [8227.04000, 236.62000], [8223.93000, 238.40000], [8219.63000, 241.40000], [8215.63000, 244.72000], [8212.54000, 247.72000], [8209.93000, 250.62000], [8207.63000, 253.82000], [8206.04000, 256.82000], [8204.63000, 260.12000], [8203.63000, 262.82000], [8202.63000, 265.52000], [8201.84000, 268.02000], [8201.13000, 269.90000], [8196.63000, 269.12000], [8191.84000, 268.22000], [8186.84000, 267.22000], [8181.74000, 266.22000], [8176.43000, 265.22000], [8170.93000, 264.22000], [8159.74000, 262.12000], [8148.13000, 259.90000], [8136.43000, 257.72000], [8124.84000, 255.62000], [8113.34000, 253.52000], [8104.74000, 251.90000], [8096.24000, 250.52000], [8079.34000, 247.72000], [8063.24000, 245.52000], [8051.24000, 244.12000], [8039.34000, 242.82000], [8027.74000, 241.90000], [8016.13000, 241.32000], [8000.84000, 240.82000], [7985.54000, 240.62000], [7970.24000, 240.90000], [7951.04000, 241.62000], [7932.04000, 242.72000], [7912.93000, 243.90000], [7894.34000, 245.32000], [7875.74000, 246.90000], [7861.93000, 248.22000], [7854.93000, 248.90000], [7847.74000, 249.72000], [7839.43000, 250.62000], [7831.04000, 251.62000], [7822.54000, 252.62000], [7814.24000, 253.62000], [7806.13000, 254.72000], [7798.43000, 255.82000], [7794.84000, 256.32000], [7791.34000, 256.82000], [7787.93000, 257.32000], [7784.74000, 257.90000], [7781.34000, 258.52000], [7779.54000, 258.82000], [7777.54000, 259.12000], [7775.43000, 259.62000], [7772.93000, 260.02000], [7770.24000, 260.62000], [7767.04000, 261.12000], [7732.74000, 97.62000], [7737.24000, 96.40000], [7742.04000, 95.12000], [7746.84000, 93.82000], [7751.93000, 92.40000], [7762.34000, 89.72000], [7773.13000, 86.82000], [7784.24000, 83.90000], [7795.43000, 81.12000], [7806.63000, 78.32000], [7817.74000, 75.62000], [7828.13000, 73.12000], [7838.43000, 70.72000], [7858.63000, 66.02000], [7883.13000, 60.02000], [7899.74000, 55.82000]]"
L0005,s000155,M0005,"[[10202.81000, 1207.95000], [10202.81000, 1407.95000], [10132.81000, 1407.95000], [10132.81000, 1207.95000], [10202.81000, 1207.95000]]"
L0005,s000156,M0005,"[[10210.60000, 1054.72000], [10140.60000, 1054.72000], [10140.60000, 854.72000], [10210.60000, 854.72000], [10210.60000, 1054.72000]]"
L0005,s000157,M0005,"[[10955.11000, 675.12000], [10948.50000, 675.12000], [10941.41000, 675.22000], [10910.11000, 675.22000], [10902.00000, 675.12000], [10894.11000, 675.12000], [10886.80000, 674.91000], [10879.61000, 674.82000], [10865.21000, 674.32000], [10859.50000, 674.01000], [10853.71000, 673.62000], [10849.21000, 673.01000], [10844.80000, 672.12000], [10840.41000, 671.01000], [10836.00000, 669.51000], [10831.71000, 667.62000], [10827.61000, 665.22000], [10824.80000, 663.22000], [10822.11000, 660.91000], [10819.71000, 658.41000], [10817.50000, 655.72000], [10815.41000, 652.22000], [10813.61000, 648.51000], [10812.50000, 645.72000], [10811.71000, 642.82000], [10810.30000, 637.01000], [10809.41000, 631.41000], [10808.91000, 625.72000], [10808.61000, 618.22000], [10808.61000, 610.62000], [10809.21000, 599.62000], [10809.91000, 588.51000], [10810.80000, 573.72000], [10811.41000, 566.41000], [10812.00000, 559.01000], [10813.00000, 550.32000], [10814.30000, 541.72000], [10815.30000, 536.22000], [10816.00000, 533.51000], [10816.80000, 530.91000], [10818.00000, 527.62000], [10819.41000, 524.32000], [10819.80000, 523.32000], [10821.00000, 520.82000], [10822.50000, 518.51000], [10824.41000, 515.91000], [10826.50000, 513.32000], [10830.50000, 509.41000], [10834.50000, 506.32000], [10838.80000, 503.82000], [10843.21000, 501.91000], [10846.41000, 500.82000], [10849.61000, 500.01000], [10852.91000, 499.41000], [10856.30000, 499.01000], [10860.00000, 498.72000], [10863.61000, 498.62000], [10873.21000, 498.62000], [10882.80000, 499.12000], [10890.30000, 499.72000], [10897.71000, 500.62000], [10914.21000, 502.72000], [10930.71000, 505.01000], [10947.91000, 507.51000], [10965.11000, 510.12000], [10975.61000, 502.91000], [10991.30000, 505.32000], [10980.61000, 683.51000], [10964.61000, 683.51000], [10955.11000, 675.12000]]"
L0005,s000158,M0005,"[[5339.19000, 699.12000], [5345.89000, 699.12000], [5352.99000, 699.03000], [5392.29000, 699.02000], [5400.29000, 699.11000], [5407.59000, 699.21000], [5414.79000, 699.41000], [5429.09000, 699.91000], [5434.89000, 700.21000], [5440.69000, 700.61000], [5445.09000, 701.21000], [5449.49000, 702.11000], [5453.99000, 703.21000], [5458.29000, 704.71000], [5462.59000, 706.61000], [5466.69000, 709.02000], [5469.59000, 711.02000], [5472.29000, 713.32000], [5474.69000, 715.82000], [5476.79000, 718.52000], [5478.99000, 722.02000], [5480.79000, 725.71000], [5481.79000, 728.52000], [5482.69000, 731.32000], [5483.99000, 737.11000], [5484.89000, 742.82000], [5485.49000, 748.52000], [5485.79000, 756.02000], [5485.69000, 763.61000], [5485.19000, 774.61000], [5484.49000, 785.71000], [5483.49000, 800.52000], [5482.99000, 807.82000], [5482.29000, 815.21000], [5481.29000, 823.91000], [5479.99000, 832.52000], [5478.99000, 838.02000], [5478.39000, 840.61000], [5477.59000, 843.32000], [5476.29000, 846.61000], [5474.99000, 849.91000], [5474.59000, 850.91000], [5473.29000, 853.41000], [5471.79000, 855.72000], [5469.89000, 858.33000], [5467.79000, 860.92000], [5463.89000, 864.83000], [5459.89000, 867.92000], [5455.49000, 870.42000], [5451.09000, 872.33000], [5448.00000, 873.42000], [5444.69000, 874.22000], [5441.39000, 874.83000], [5437.99000, 875.22000], [5434.39000, 875.53000], [5430.79000, 875.61000], [5421.09000, 875.61000], [5411.49000, 875.12000], [5404.09000, 874.42000], [5396.59000, 873.62000], [5380.09000, 871.53000], [5363.69000, 869.22000], [5346.39000, 866.72000], [5329.29000, 864.12000], [5318.79000, 871.33000], [5303.09000, 868.83000], [5313.69000, 690.72000], [5329.69000, 690.72000], [5339.19000, 699.12000]]"
